Respondent ID,Question,Option,Questions_clean,Options_clean
Vrrrjj,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
W444AN,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
Jyy5XK,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
M00o4E,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
XjjKVe,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
ORRpdp,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
GMMNye,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
PoKjaV,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
04XdYj,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
GMWKBp,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
aWVegW,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
Zx0OG5,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
eb4rpe,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
jKNlLE,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
XjX4Ag,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
Vrglva,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
QGL04p,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
qy6O25,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
7QGV1L,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
baPNQo,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
qy6vNg,What general collaboration and productivity tools do you use regularly?,Select all that apply Zoom/Google Meet,What general collaboration and productivity tools do you use regularly?,Zoom/Google Meet
