Respondent ID,Question,Option
yPZ2RYB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
q4ZDMyd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
QK2epLG,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
44XJ08O,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
OD14xya,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
KYQ5jBX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
ob6eJa5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
eqZrg9l,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
jaDoNVa,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
KYQVp2K,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
Xxl4zJO,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
5BKZgq6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
ob6GlvM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
xXxYE75,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
gDjLEjM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
D44qDKj,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
abyRr2,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
Npp7aaW,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
QKK5yEp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
PddA9zx,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
KYYPDjD,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
7RRpZBA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
eq5B1a0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
0Qr72NA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
5BblWev,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
VLjyxPN,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
9qZWMBE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
kdG5gje,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
0Qr72NA,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
PdzKQXd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
jalN119,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
kdEdBK6,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
jaPelP4,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply GitHub Copilot for code generation
ROO4pQ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
GMMG9j,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
Jyy5XK,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
XjjKVe,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
jKNlLE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
7QGV1L,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
zVlrRk,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
ORvjYM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
babDbZ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
kqaM6Z,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
lJrqZB,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
DgzKP5,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
DgNVNE,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
a7KD8v,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
MoMVEp,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
MoVKx0,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
25QegM,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
j1V80J,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
kMVkvd,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
LQKWpJ,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
E4WzjX,Which Generative AI / AI tools do you use for productivity in your work?,Select all that apply Grammarly AI-powered writing assistant
